Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,17,64022,0132571,Lake,Konocti Unified,Konocti Education Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,4,12,145,109,75.17%,Y,Y
2021-2022,48,70540,4836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,278,209,75.18%,Y,Y
2021-2022,51,71464,5139001,Sutter,Yuba City Unified,Yuba City High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,851","1,392",75.20%,Y,Y
2021-2022,24,10249,0106518,Merced,Merced County Office of Education,Merced Scholars Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0631,Locally funded,N,K,12,109,82,75.23%,Y,Y
2021-2022,38,68478,3830411,San Francisco,San Francisco Unified,Leadership High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0122,Directly funded,Y,9,12,316,238,75.32%,Y,Y
2021-2022,54,75523,5432786,Tulare,Porterville Unified,Monache High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,165","1,632",75.38%,Y,Y
2021-2022,15,63529,1530112,Kern,Kern High,Vista West Continuation High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,248,187,75.40%,Y,Y
2021-2022,33,67090,0114157,Riverside,Jurupa Unified,Patriot High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,542","1,917",75.41%,Y,Y
2021-2022,19,64733,0124529,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,Unified School District,K-12 Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,12,484,365,75.41%,Y,Y
2021-2022,19,64725,1934470,Los Angeles,Long Beach Unified,Jordan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,315","1,746",75.42%,Y,Y
2021-2022,36,67686,3631322,San Bernardino,Colton Joint Unified,Bloomington High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,204","1,663",75.45%,Y,Y
2021-2022,36,67686,3632742,San Bernardino,Colton Joint Unified,Colton High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,122","1,601",75.45%,Y,Y
2021-2022,50,75556,5036850,Stanislaus,Riverbank Unified,Riverbank High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,746,563,75.47%,Y,Y
2021-2022,33,67058,0114504,Riverside,Desert Sands Unified,Summit High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,Adult,159,120,75.47%,Y,Y
2021-2022,34,75283,3430584,Sacramento,Natomas Unified,Natomas High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,203",908,75.48%,Y,Y
2021-2022,33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,102,77,75.49%,Y,Y
2021-2022,37,68338,0107086,San Diego,San Diego Unified,Kearny School of Biomedical Science and Technology,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,355,268,75.49%,Y,Y
2021-2022,36,67710,0120758,San Bernardino,Fontana Unified,Jurupa Hills High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,047","1,546",75.53%,Y,Y
2021-2022,57,72694,0135939,Yolo,Washington Unified,Washington Middle College High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0907,Locally funded,N,9,12,184,139,75.54%,Y,Y
2021-2022,43,77149,0137315,Santa Clara,SBE - KIPP Navigate College Prep,KIPP Navigate College Prep,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,N/A,Yes,1955,Directly funded,N,9,11,356,269,75.56%,Y,Y
2021-2022,45,69856,4530762,Shasta,Anderson Union High,North Valley High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,90,68,75.56%,Y,Y
2021-2022,19,64592,0100354,Los Angeles,Hawthorne,Hawthorne Math and Science Academy,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0523,Locally funded,N,9,12,557,421,75.58%,Y,Y
2021-2022,36,75077,3630894,San Bernardino,Apple Valley Unified,Granite Hills High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,805","1,365",75.62%,Y,Y
2021-2022,34,67330,3434792,Sacramento,Folsom-Cordova Unified,Kinney High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,74,56,75.68%,Y,Y
2021-2022,39,68593,0101576,San Joaquin,Manteca Unified,Weston Ranch High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,238",937,75.69%,Y,Y
2021-2022,23,73916,2332260,Mendocino,Laytonville Unified,Laytonville High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,103,78,75.73%,Y,Y
2021-2022,39,10397,0120717,San Joaquin,San Joaquin County Office of Education,one.Charter,County Office of Education (COE),County Community,County Community School,N/A,Yes,1146,Directly funded,N,K,12,673,510,75.78%,Y,Y
2021-2022,45,10454,0132647,Shasta,Shasta County Office of Education,Shasta County Independent Study,County Office of Education (COE),High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,12,95,72,75.79%,Y,Y
2021-2022,37,75416,3730975,San Diego,Warner Unified,Warner Junior/Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,62,47,75.81%,Y,Y
2021-2022,38,68478,3834769,San Francisco,San Francisco Unified,O'Connell (John) High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,530,402,75.85%,Y,Y
2021-2022,10,62166,0140806,Fresno,Fresno Unified,Aspen Ridge Public,Unified School District,High Schools (Public),Traditional,N/A,Yes,2115,Directly funded,Y,7,12,29,22,75.86%,Y,Y
2021-2022,43,69401,4330759,Santa Clara,Campbell Union High,Boynton High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,187,142,75.94%,Y,Y
2021-2022,19,64790,1996404,Los Angeles,Monrovia Unified,Mountain Park,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,79,60,75.95%,Y,Y
2021-2022,13,63115,1330133,Imperial,Central Union High,Southwest High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,902","1,445",75.97%,Y,Y
2021-2022,19,64527,1932698,Los Angeles,El Rancho Unified,Ruben Salazar Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,175,133,76.00%,Y,Y
2021-2022,37,68338,3734654,San Diego,San Diego Unified,Morse High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,702","1,294",76.03%,Y,Y
2021-2022,37,68338,0127647,San Diego,San Diego Unified,e3 Civic High,Unified School District,High Schools (Public),Traditional,CEP,Yes,1302,Directly funded,Y,9,12,413,314,76.03%,Y,Y
2021-2022,04,10041,0430090,Butte,Butte County Office of Education,Hearthstone,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0110,Locally funded,N,K,12,71,54,76.06%,Y,Y
2021-2022,19,75309,0134619,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,Unified School District,High Schools (Public),Traditional,N/A,Yes,1836,Directly funded,Y,7,12,92,70,76.09%,Y,Y
2021-2022,36,75044,0115444,San Bernardino,Hesperia Unified,Canyon Ridge High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,226,172,76.11%,Y,Y
2021-2022,48,70581,4838058,Solano,Vallejo City Unified,John Finney High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,130,99,76.15%,Y,Y
2021-2022,11,62661,1132851,Glenn,Willows Unified,Willows High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,474,361,76.16%,Y,Y
2021-2022,37,75614,3731312,San Diego,Valley Center-Pauma Unified,Oak Glen High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,63,48,76.19%,Y,Y
2021-2022,34,76505,0108795,Sacramento,Twin Rivers Unified,Creative Connections Arts Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0686,Locally funded,N,K,12,210,160,76.19%,Y,Y
2021-2022,11,62653,1132109,Glenn,Stony Creek Joint Unified,Elk Creek High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,21,16,76.19%,Y,Y
2021-2022,36,67710,0000000,San Bernardino,Fontana Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,21,16,76.19%,Y,Y
2021-2022,19,64733,6060461,Los Angeles,Los Angeles Unified,Charles Leroy Lowman Special Education and Career Transition Center,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,No ,N/A,N/A,N,K,12,118,90,76.27%,Y,Y
2021-2022,37,75416,0139451,San Diego,Warner Unified,Pathways Academy Charter - Adult Education,Unified School District,High Schools (Public),Traditional,N/A,Yes,2052,Directly funded,Y,9,12,97,74,76.29%,Y,Y
2021-2022,34,76505,0000001,Sacramento,Twin Rivers Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,29,76.32%,Y,Y
2021-2022,12,75515,1230150,Humboldt,Eureka City Schools,Pacific View Charter 2.0,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1884,Directly funded,Y,K,12,38,29,76.32%,Y,Y
2021-2022,36,67652,3631157,San Bernardino,Chaffey Joint Union High,Colony High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,134","1,630",76.38%,Y,Y
2021-2022,33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,582","1,974",76.45%,Y,Y
2021-2022,45,69989,4530226,Shasta,Fall River Joint Unified,Soldier Mountain High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,17,13,76.47%,Y,Y
2021-2022,19,64873,0000001,Los Angeles,Paramount Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,13,76.47%,Y,Y
2021-2022,45,69856,4530804,Shasta,Anderson Union High,Anderson High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,536,410,76.49%,Y,Y
2021-2022,11,75481,1135656,Glenn,Orland Joint Unified,Orland High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,800,612,76.50%,Y,Y
2021-2022,52,71506,5231709,Tehama,Corning Union High,Corning High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,014",776,76.53%,Y,Y
2021-2022,37,68338,0107052,San Diego,San Diego Unified,San Diego Business/Leadership,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,550,421,76.55%,Y,Y
2021-2022,56,72454,5632021,Ventura,Fillmore Unified,Fillmore Senior High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,995,762,76.58%,Y,Y
2021-2022,47,10470,0137372,Siskiyou,Siskiyou County Office of Education,Northern United - Siskiyou Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,1958,Directly funded,Y,K,12,47,36,76.60%,Y,Y
2021-2022,24,10249,0138032,Merced,Merced County Office of Education,Come Back Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,2002,Locally funded,N,9,12,77,59,76.62%,Y,Y
2021-2022,24,65789,2435204,Merced,Merced Union High,Merced High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,827","1,401",76.68%,Y,Y
2021-2022,34,67447,3430691,Sacramento,San Juan Unified,Options for Youth-San Juan,Unified School District,High Schools (Public),Traditional,N/A,Yes,0217,Directly funded,Y,7,12,776,595,76.68%,Y,Y
2021-2022,36,10363,0140012,San Bernardino,San Bernardino County Office of Education,Entrepreneur High Fontana,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,2095,Directly funded,Y,9,12,133,102,76.69%,Y,Y
2021-2022,19,75309,0137786,Los Angeles,Acton-Agua Dulce Unified,Mission Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1972,Directly funded,Y,6,12,335,257,76.72%,Y,Y
2021-2022,19,64725,1995935,Los Angeles,Long Beach Unified,Cabrillo High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,923","1,476",76.76%,Y,Y
2021-2022,30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,305","1,002",76.78%,Y,Y
2021-2022,48,70581,4830147,Solano,Vallejo City Unified,Jesse M. Bethel High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,498","1,151",76.84%,Y,Y
2021-2022,51,71464,0107722,Sutter,Yuba City Unified,River Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,810","1,391",76.85%,Y,Y
2021-2022,19,64907,1995901,Los Angeles,Pomona Unified,Diamond Ranch High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,528","1,175",76.90%,Y,Y
2021-2022,33,67249,0123844,Riverside,San Jacinto Unified,San Jacinto Leadership Academy - Magnet,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,9,104,80,76.92%,Y,Y
2021-2022,10,62281,0140434,Fresno,Laton Joint Unified,Laton Online Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,13,10,76.92%,Y,Y
2021-2022,16,63925,1630151,Kings,Hanford Joint Union High,Hanford Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,13,10,76.92%,Y,Y
2021-2022,01,10017,0112607,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0811,Directly funded,Y,4,12,287,221,77.00%,Y,Y
2021-2022,52,10520,6119671,Tehama,Tehama County Department of Education,Tehama eLearning Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0430,Directly funded,Y,7,12,87,67,77.01%,Y,Y
2021-2022,30,66431,6066815,Orange,Anaheim Union High,Hope,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,7,Adult,209,161,77.03%,Y,Y
2021-2022,24,73619,2431807,Merced,Gustine Unified,Gustine High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,602,464,77.08%,Y,Y
2021-2022,19,65128,1937903,Los Angeles,Whittier Union High,Santa Fe High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,954","1,507",77.12%,Y,Y
2021-2022,50,75739,0131185,Stanislaus,Turlock Unified,Fusion Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,1695,Directly funded,Y,7,12,105,81,77.14%,Y,Y
2021-2022,57,72686,5732904,Yolo,Esparto Unified,Esparto High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,289,223,77.16%,Y,Y
2021-2022,36,67710,3630902,San Bernardino,Fontana Unified,Henry J. Kaiser High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,069","1,598",77.24%,Y,Y
2021-2022,36,67827,0137182,San Bernardino,Oro Grande,Mojave River Academy - National Trails,Elementary School District,K-12 Schools (Public),Traditional,CEP,Yes,1938,Directly funded,Y,K,12,378,292,77.25%,Y,Y
2021-2022,12,62810,1233352,Humboldt,Fortuna Union High,East High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,66,51,77.27%,Y,Y
2021-2022,19,64733,0125864,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High College Prep,Unified School District,High Schools (Public),Traditional,N/A,Yes,1401,Directly funded,Y,9,12,546,422,77.29%,Y,Y
2021-2022,08,61820,0836205,Del Norte,Del Norte County Unified,Sunset High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,97,75,77.32%,Y,Y
2021-2022,16,63925,1634401,Kings,Hanford Joint Union High,Hanford High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,542","1,193",77.37%,Y,Y
2021-2022,10,62117,1031004,Fresno,Clovis Unified,Gateway High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,213,165,77.46%,Y,Y
2021-2022,19,64733,0117077,Los Angeles,Los Angeles Unified,APEX Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1459,Directly funded,Y,7,12,213,165,77.46%,Y,Y
2021-2022,15,63529,1530385,Kern,Kern High,Ridgeview High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,810","2,177",77.47%,Y,Y
2021-2022,19,64691,1996438,Los Angeles,Lawndale Elementary,Environmental Charter High - Lawndale,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0353,Directly funded,Y,9,12,515,399,77.48%,Y,Y
2021-2022,19,64436,0140525,Los Angeles,Covina-Valley Unified,Covina-Valley Learning Options Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,49,38,77.55%,Y,Y
2021-2022,56,10561,5630397,Ventura,Ventura County Office of Education,Gateway Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,49,38,77.55%,Y,Y
2021-2022,19,64733,1939479,Los Angeles,Los Angeles Unified,WESM Health/Sports Medicine,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,No ,N/A,N/A,N,9,12,669,519,77.58%,Y,Y
2021-2022,37,68411,3731155,San Diego,Sweetwater Union High,Options Secondary,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,58,45,77.59%,Y,Y
2021-2022,33,67124,0128868,Riverside,Moreno Valley Unified,Moreno Valley Online Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,357,277,77.59%,Y,Y
